0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.143471,0.137074,0.365323,0.211982,-0.275374,0.042796,0.084807,0.020210,0.169732,0.060056,-0.021367,0.081473,-0.083648,-0.132850,-0.098871,-0.115523,-0.119502,-0.135456,-0.183662,0.010579,-0.055432,-0.165703,0.018066,-0.230757,-0.247601,-0.226385,-0.286468,-0.239253,-0.244203,-0.298603,-0.343001,-0.370222,-0.301847,-0.302922,-0.341048,-0.345548,-0.326369,-0.303252,-0.301954,-0.325566,-0.348889,-0.391341,-0.423183,-0.454360,-0.476627,-0.468597,-0.426172,-0.438482,-0.446103,-0.443933,-0.440764,-0.434063,-0.424809,-0.434496,-0.466816,-0.492419,-0.505701,-0.510293,-0.501326,-0.485522,-0.481273,-0.480535,-0.473471,-0.472410,-0.478380,-0.485861,-0.500350,-0.534011,-0.553475,-0.541454,-0.527123,-0.517375,-0.516719,-0.526443,-0.546319,-0.568382,-0.578673,-0.575085,-0.571087,-0.571640,-0.570917,-0.571254,-0.578460,-0.584352,-0.580910,-0.572683,-0.566657,-0.566826,-0.575498,-0.590072,-0.602675,-0.608052,-0.608427,-0.611856,-0.628772,-0.658749,-0.678240,-0.665368,-0.628334,-0.656545,0.000000
0.000000,0.036622,-0.033217,0.092468,0.060483,0.220532,0.093255,0.249941,-0.144920,0.149976,-0.004417,-0.011366,-0.190660,-0.295225,-0.091053,-0.042455,-0.141638,0.028363,-0.118471,-0.095756,-0.125149,-0.015413,-0.180185,-0.090400,-0.128442,-0.219912,-0.200563,-0.180980,-0.167490,-0.188773,-0.257048,-0.309947,-0.277398,-0.214392,-0.235645,-0.265209,-0.271190,-0.247528,-0.232395,-0.238904,-0.259356,-0.286689,-0.308688,-0.343445,-0.358791,-0.390418,-0.388720,-0.341032,-0.350534,-0.355758,-0.351642,-0.347160,-0.338149,-0.336234,-0.357759,-0.389276,-0.404218,-0.410995,-0.412365,-0.400986,-0.386197,-0.384057,-0.382939,-0.376086,-0.376360,-0.382212,-0.385977,-0.395796,-0.429165,-0.447000,-0.431293,-0.420109,-0.414240,-0.415651,-0.423828,-0.438520,-0.454318,-0.462473,-0.461134,-0.459103,-0.460014,-0.458800,-0.457977,-0.463307,-0.467812,-0.464857,-0.457917,-0.452585,-0.452605,-0.459777,-0.471756,-0.482141,-0.486742,-0.487434,-0.490595,-0.504520,-0.528887,-0.543849,-0.534174,-0.506134,-0.525437,0.000000
0.000000,-0.013729,-0.001437,-0.039509,0.121931,0.190988,0.353753,0.015972,0.027077,0.015727,-0.239689,0.000676,-0.033798,-0.081428,0.043569,-0.135993,-0.115548,-0.071517,-0.118733,-0.048737,-0.051385,-0.044778,-0.122535,-0.289062,-0.255342,-0.300010,-0.237287,-0.137580,-0.098309,-0.145549,-0.186239,-0.302561,-0.311353,-0.200704,-0.227514,-0.233193,-0.231077,-0.221172,-0.230369,-0.255875,-0.266474,-0.287865,-0.310024,-0.374164,-0.366430,-0.389520,-0.370992,-0.333543,-0.338205,-0.340647,-0.339661,-0.337270,-0.335628,-0.338368,-0.346240,-0.379501,-0.402116,-0.414197,-0.417889,-0.408615,-0.391080,-0.386363,-0.383511,-0.373087,-0.372573,-0.378046,-0.385163,-0.402819,-0.437407,-0.452419,-0.440242,-0.428139,-0.418797,-0.414136,-0.418812,-0.436727,-0.459742,-0.469448,-0.461281,-0.452845,-0.450901,-0.449355,-0.450235,-0.458481,-0.465454,-0.463465,-0.457027,-0.452197,-0.452245,-0.459461,-0.472175,-0.483276,-0.487503,-0.486254,-0.486729,-0.500883,-0.531866,-0.551598,-0.534133,-0.497897,-0.522735,0.000000
0.000000,0.042140,0.006621,-0.034579,0.011518,0.135386,0.263669,0.105187,0.070801,-0.242309,-0.015728,-0.038296,0.055020,-0.080272,0.047458,0.090938,-0.170600,-0.106746,-0.088960,-0.029469,-0.077430,-0.065918,-0.157566,-0.331569,-0.371663,-0.106404,-0.183501,-0.151495,-0.076178,-0.140914,-0.139631,-0.289160,-0.282457,-0.210310,-0.216194,-0.210615,-0.216351,-0.225115,-0.239222,-0.255446,-0.263957,-0.310802,-0.319907,-0.394011,-0.355992,-0.383634,-0.365579,-0.331630,-0.338114,-0.339923,-0.338813,-0.335860,-0.331397,-0.329813,-0.336412,-0.365950,-0.390785,-0.404105,-0.408594,-0.402631,-0.390918,-0.392054,-0.391840,-0.379249,-0.378075,-0.383346,-0.391898,-0.407989,-0.432701,-0.447689,-0.446874,-0.438606,-0.427852,-0.418935,-0.417724,-0.433936,-0.463147,-0.477665,-0.465401,-0.450945,-0.446149,-0.444563,-0.445921,-0.454401,-0.462866,-0.463049,-0.457924,-0.453140,-0.452328,-0.458522,-0.470944,-0.482603,-0.487093,-0.485348,-0.484444,-0.497865,-0.531375,-0.555503,-0.536164,-0.495791,-0.521852,0.000000
0.000000,0.023250,-0.115202,0.035565,0.011914,0.096157,0.116908,0.000121,0.022649,-0.180888,-0.165606,0.053674,0.031019,0.032265,0.090945,-0.080847,-0.103921,-0.074548,-0.098851,-0.067439,-0.112760,-0.110909,-0.193354,-0.430545,-0.425664,-0.151292,-0.184901,-0.166727,-0.101980,-0.079447,-0.129744,-0.280857,-0.242608,-0.212497,-0.219554,-0.222599,-0.221091,-0.218036,-0.236068,-0.259971,-0.264068,-0.318157,-0.335404,-0.395122,-0.346190,-0.376419,-0.367958,-0.333357,-0.334834,-0.337111,-0.337313,-0.335366,-0.327125,-0.321886,-0.331873,-0.356360,-0.379570,-0.390182,-0.390755,-0.387870,-0.390193,-0.403396,-0.401346,-0.386637,-0.386276,-0.390401,-0.398372,-0.411360,-0.427715,-0.439216,-0.440988,-0.436277,-0.428922,-0.421524,-0.419127,-0.435472,-0.470279,-0.489463,-0.474347,-0.452420,-0.442293,-0.439719,-0.441178,-0.449010,-0.458619,-0.461791,-0.458967,-0.454703,-0.453012,-0.457707,-0.469385,-0.481395,-0.485952,-0.483709,-0.481744,-0.494300,-0.528100,-0.556260,-0.540946,-0.497093,-0.522471,0.000000
0.000000,-0.004128,0.069569,0.109973,0.135635,0.036210,-0.254440,0.033270,0.113686,-0.163722,-0.020267,-0.106658,-0.034773,0.072463,-0.041036,0.015619,-0.329388,-0.060182,-0.113769,-0.003887,-0.064590,-0.213821,-0.340784,-0.266995,-0.184549,-0.167057,-0.131089,-0.192902,-0.109386,-0.111019,-0.188907,-0.284210,-0.249733,-0.228611,-0.226031,-0.216932,-0.205126,-0.203092,-0.242464,-0.248162,-0.263678,-0.317448,-0.341694,-0.383736,-0.339306,-0.365802,-0.368597,-0.343600,-0.326847,-0.323532,-0.330374,-0.331450,-0.318931,-0.318337,-0.333500,-0.352519,-0.366739,-0.371388,-0.374716,-0.383181,-0.401437,-0.414867,-0.404086,-0.391465,-0.391257,-0.394604,-0.401139,-0.410821,-0.422291,-0.432374,-0.436169,-0.432302,-0.425414,-0.420138,-0.421491,-0.441732,-0.479207,-0.500292,-0.486226,-0.459081,-0.441411,-0.435613,-0.436441,-0.442927,-0.452629,-0.458646,-0.458895,-0.456197,-0.454281,-0.457418,-0.467856,-0.480055,-0.484800,-0.482098,-0.479691,-0.491403,-0.522572,-0.550665,-0.546972,-0.504554,-0.527295,0.000000
0.000000,0.043144,0.117458,0.059837,-0.046712,-0.038813,0.096587,0.002463,-0.091327,0.003843,-0.110996,-0.108747,-0.120270,-0.028168,-0.097782,0.027095,0.072975,-0.046716,-0.370192,-0.134792,-0.100633,-0.109423,-0.135296,-0.252498,-0.137069,-0.178158,-0.176176,-0.192482,-0.199281,-0.186519,-0.197460,-0.217978,-0.229053,-0.240010,-0.266206,-0.235810,-0.210058,-0.238337,-0.263764,-0.252464,-0.284039,-0.319961,-0.336416,-0.369215,-0.334905,-0.350678,-0.351003,-0.335526,-0.333069,-0.317985,-0.323581,-0.328624,-0.311387,-0.311662,-0.329436,-0.343957,-0.355191,-0.366343,-0.379942,-0.397546,-0.415131,-0.416659,-0.404174,-0.395251,-0.393208,-0.394733,-0.400497,-0.408510,-0.417239,-0.424728,-0.428575,-0.425908,-0.421327,-0.420577,-0.426613,-0.449774,-0.485616,-0.506407,-0.497094,-0.470023,-0.445682,-0.433725,-0.432146,-0.436802,-0.445472,-0.453275,-0.456622,-0.456425,-0.455492,-0.457778,-0.466907,-0.479390,-0.484537,-0.481150,-0.478995,-0.489755,-0.515420,-0.538946,-0.543455,-0.513876,-0.532600,0.000000
0.000000,0.059270,0.031183,-0.079524,-0.163013,0.010431,0.018743,-0.032777,-0.137420,0.131858,0.084356,-0.158764,-0.090930,-0.069558,-0.029865,-0.148855,-0.065284,-0.348985,-0.240516,-0.058968,-0.036292,-0.032860,-0.147280,-0.144816,-0.146744,-0.187473,-0.167152,-0.189331,-0.183111,-0.165132,-0.170178,-0.207428,-0.214320,-0.224326,-0.246589,-0.244944,-0.248470,-0.272640,-0.275012,-0.265035,-0.313467,-0.340337,-0.324260,-0.351791,-0.343698,-0.336603,-0.321212,-0.307336,-0.314881,-0.316799,-0.321659,-0.330170,-0.306734,-0.301300,-0.323437,-0.341907,-0.355136,-0.370027,-0.388928,-0.406858,-0.418986,-0.420667,-0.411722,-0.401070,-0.394276,-0.391660,-0.394993,-0.402262,-0.410444,-0.417028,-0.419990,-0.419841,-0.422891,-0.427133,-0.434993,-0.456579,-0.487455,-0.507303,-0.503576,-0.481179,-0.455257,-0.436941,-0.429977,-0.431472,-0.438092,-0.446262,-0.451971,-0.454510,-0.455630,-0.458407,-0.467000,-0.480085,-0.485585,-0.481117,-0.479771,-0.490019,-0.509773,-0.527933,-0.533550,-0.520754,-0.533268,0.000000
0.000000,0.056190,-0.022334,-0.094662,-0.121933,-0.069303,-0.177523,-0.085952,0.109303,0.174682,0.082655,-0.013938,0.025173,-0.139803,-0.140010,-0.266482,-0.203084,-0.145199,-0.185705,-0.124812,-0.089211,-0.003966,-0.083511,-0.125682,-0.148623,-0.219726,-0.163868,-0.163217,-0.170730,-0.163525,-0.158419,-0.179771,-0.225662,-0.228616,-0.225868,-0.230433,-0.230349,-0.286914,-0.280669,-0.282639,-0.319505,-0.359946,-0.335487,-0.350710,-0.348593,-0.325060,-0.298165,-0.288570,-0.298356,-0.310046,-0.326116,-0.329953,-0.300865,-0.293209,-0.320171,-0.342113,-0.353372,-0.364407,-0.382991,-0.403684,-0.421509,-0.431626,-0.428914,-0.414739,-0.398919,-0.389687,-0.388370,-0.392796,-0.400701,-0.407770,-0.413854,-0.423539,-0.432598,-0.435345,-0.441353,-0.459378,-0.485438,-0.504027,-0.504433,-0.487846,-0.465640,-0.445903,-0.433150,-0.429069,-0.431914,-0.438794,-0.445677,-0.450494,-0.454070,-0.458680,-0.468106,-0.482228,-0.487824,-0.481516,-0.480869,-0.491114,-0.507321,-0.521442,-0.526543,-0.521462,-0.529035,0.000000
