10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,0.000000,0.000000
10.000000,2.499248,0.125979,-0.572346,-0.656491,0.079247,0.306577,-0.115746,0.034663,0.147048,0.073987,0.028544,-0.013424,-0.019002,-0.012097,-0.009547,-0.002857,0.005155,0.010688,0.015659,0.019876,0.022549,0.024331,0.025798,0.027422,0.029861,0.033321,0.037132,0.040152,0.041585,0.041392,0.040045,0.038131,0.036131,0.034382,0.033140,0.032595,0.032744,0.033116,0.032547,0.029300,0.021286,0.006004,-0.019585,-0.058649,-0.116529,-0.211576,-0.600363,-0.975618,-1.298767,-1.163337,0.000000
10.000000,3.048817,-0.462837,-0.598839,-0.342234,-0.534032,-0.837217,-0.803699,0.107887,0.480090,0.120909,0.054174,-0.062680,-0.049928,-0.019292,-0.022695,-0.006518,0.013285,0.022409,0.032509,0.041694,0.046342,0.049282,0.051688,0.054217,0.058827,0.066343,0.075036,0.081791,0.084614,0.083665,0.080285,0.075880,0.071436,0.067575,0.064785,0.063566,0.064191,0.065934,0.066330,0.061658,0.047754,0.019567,-0.029914,-0.107144,-0.227309,-0.777517,-1.187046,-0.722789,-0.546600,-0.724110,0.000000
10.000000,2.416827,-0.433361,0.618301,0.523030,-0.484482,-0.959886,-0.612492,-0.743912,-0.814460,-0.123638,0.130905,-0.240559,-0.097765,0.008512,-0.054479,-0.012885,0.032959,0.033966,0.051022,0.068727,0.072448,0.075281,0.077878,0.079249,0.085092,0.098273,0.114830,0.127170,0.131065,0.127846,0.120837,0.112734,0.104983,0.098230,0.093046,0.090460,0.091725,0.096536,0.100487,0.096726,0.078702,0.037708,-0.051945,-0.256946,-0.853883,-1.214394,-0.680467,-0.284454,-0.410542,-0.506686,0.000000
10.000000,2.046218,-0.182774,0.616378,0.457721,0.255710,0.267828,0.181389,-0.841743,-1.289912,-0.844104,-0.919821,-0.931345,-0.107747,0.206894,-0.189575,-0.022282,0.098634,0.030562,0.069894,0.110663,0.100259,0.102228,0.105883,0.100243,0.104287,0.126933,0.158765,0.180718,0.184130,0.175056,0.161421,0.147819,0.135676,0.124920,0.115614,0.109466,0.110362,0.120699,0.131868,0.128765,0.102239,0.038671,-0.153045,-0.838817,-1.323375,-0.739142,-0.194383,-0.219730,-0.305090,-0.371422,0.000000
10.000000,2.710156,-0.416618,-0.336639,0.366792,0.305714,0.237180,0.131457,-0.029501,-0.146373,-0.801138,-1.100699,-0.739669,-0.764428,-0.936103,-0.886870,0.016224,0.354763,-0.078896,0.088550,0.204881,0.116678,0.128337,0.143884,0.112094,0.105251,0.146571,0.212502,0.252460,0.249036,0.225834,0.200554,0.179492,0.162352,0.146639,0.130300,0.114842,0.109884,0.129769,0.155364,0.145411,0.083777,-0.025453,-0.360198,-1.222430,-1.468753,-0.378580,0.174581,-0.095834,-0.219510,-0.283010,0.000000
10.000000,2.915520,-0.798088,-0.843979,0.456700,0.364832,0.244523,0.136652,0.019365,-0.096202,-0.245687,-0.103839,0.018865,-0.815344,-1.181082,-0.772131,-0.792315,-0.910831,-0.787921,0.159744,0.504928,0.034420,0.151603,0.230060,0.099622,0.058473,0.141798,0.292149,0.367213,0.332971,0.277464,0.233631,0.204603,0.183886,0.163788,0.136835,0.099454,0.068565,0.107754,0.171729,0.133131,-0.056788,-0.290691,-1.082086,-1.187720,-0.298906,0.020500,-0.017399,-0.119694,-0.195132,-0.239229,0.000000
10.000000,2.398368,-0.843273,-0.528251,0.410836,0.349810,0.241452,0.152394,0.066733,-0.012790,-0.076234,-0.059949,-0.057201,-0.168061,-0.058417,-0.015029,-0.922890,-1.271051,-0.764379,-0.681564,-0.732724,-0.634240,0.214723,0.526084,-0.001376,-0.112239,0.070268,0.447008,0.590812,0.437241,0.315881,0.249562,0.217981,0.199769,0.180217,0.142678,0.061512,-0.068438,0.018078,0.216472,0.129227,-0.456050,-0.676128,-0.413303,-0.333540,-0.231886,-0.162873,-0.146164,-0.171604,-0.203296,-0.226039,0.000000
10.000000,2.504729,0.019410,-0.736699,-0.624052,0.258879,0.222310,0.167079,0.109404,0.055132,0.013073,-0.004011,-0.022089,-0.057821,-0.048632,-0.071626,-0.190706,-0.096045,-0.068200,-0.962471,-1.266028,-0.696522,-0.487523,-0.388740,-0.518113,-0.575748,-0.195214,0.834722,1.111243,0.508145,0.297276,0.227654,0.213341,0.210195,0.204068,0.175869,0.047779,-0.460503,-0.248898,0.429436,0.397489,0.277810,0.108721,-0.223204,-0.839425,-0.804564,-0.295272,-0.234130,-0.218624,-0.221780,-0.228538,0.000000
10.000000,2.588343,0.368615,-0.932285,-1.170419,0.182164,0.226302,0.187799,0.151395,0.112741,0.078351,0.052809,0.029663,0.005376,-0.010072,-0.036644,-0.081083,-0.085811,-0.132966,-0.306555,-0.215551,-0.111556,-0.832664,-1.042855,-0.514732,-0.337352,-0.061048,0.267516,0.302472,0.185310,0.134806,0.146280,0.191242,0.214327,0.235316,0.286254,0.378996,0.396109,0.330872,0.403157,0.606147,1.026076,-0.208197,-2.048509,-1.490129,-0.518588,-0.348936,-0.277975,-0.248511,-0.238198,-0.235936,0.000000
